Date,PlayerNo.,Name,CashBuilder,Chaser,LowerOffer,HigherOffer,ChosenOffer,HTHResult,FC CorrectAnswers,FC Winner,Amount WonBy Player,bgc,Series
07/07/2009,P2,Gareth,"£8,000",Mark Labbett,"£3,000","£18,000","£18,000 /\",Caught -2,18 (solo ✝),Chaser by 0:05,£0,C,1
07/07/2009,P3,Oliver,"£5,000",Mark Labbett,"£2,000","£20,000","£5,000 =",Caught -5,,Chaser by 0:05,£0,C,1
07/07/2009,P4,Victoria,"£4,000",Mark Labbett,"£2,000","£22,000","£2,000 \/",Caught -2,,Chaser by 0:05,£0,C,1
08/07/2009,P1,Kay,"£3,000",Shaun Wallace,"£1,000","£6,000","£3,000 =",Caught -3,,Team by 2,£0,,1
08/07/2009,P2,James,"£12,000",Shaun Wallace,"£2,000","£24,000","£12,000 =",Caught -4,,Team by 2,£0,,1
08/07/2009,P3,Julia,"£11,000",Shaun Wallace,"£2,000","£22,000","£11,000 =",Home +5,9 (team 2),Team by 2,"£11,000",T,1
08/07/2009,P4,Cornelius,"£11,000",Shaun Wallace,"£1,000","£29,000","£11,000 =",Home +1,13 (team 2),Team by 2,"£11,000",T,1
09/07/2009,P1,Michelle,"£4,000",Shaun Wallace,"£2,000","£12,000","£4,000 =",Caught -1,,Chaser by 0:34,£0,,1
09/07/2009,P2,James,"£6,000",Shaun Wallace,"£2,000","£18,000","£6,000 =",Home +1,3 (team 2),Chaser by 0:34,£0,C,1
09/07/2009,P3,Paul,"£11,000",Shaun Wallace,"£2,000","£22,000","£11,000 =",Home +3,12 (team 2),Chaser by 0:34,£0,C,1
09/07/2009,P4,Jenni,"£5,000",Shaun Wallace,"£1,000","£13,000","£1,000 \/",Caught -2,,Chaser by 0:34,£0,,1
10/07/2009,P1,Chris,"£6,000",Mark Labbett,"£2,000","£18,000","£6,000 =",Home +1,3 (team 3),Chaser by 0:47,£0,C,1
10/07/2009,P2,Wendy,"£5,000",Mark Labbett,"£1,000","£25,000","£5,000 =",Home +2,3 (team 3),Chaser by 0:47,£0,C,1
10/07/2009,P3,Malcolm,"£10,000",Mark Labbett,"£1,000","£25,000","£10,000 =",Home +4,3 (team 3),Chaser by 0:47,£0,C,1
10/07/2009,P4,Jackie,"£7,000",Mark Labbett,£400,"£27,000","£7,000 =",Caught -5,,Chaser by 0:47,£0,,1
24/05/2010,P1,Matthew,"£9,000",Shaun Wallace,"£4,000","£20,000","£9,000 =",Home +4,6 (team 3),Chaser by 0:17,£0,C,2
24/05/2010,P2,Angela,"£7,000",Shaun Wallace,"£2,000","£20,000","£2,000 \/",Home +3,5 (team 3),Chaser by 0:17,£0,C,2
24/05/2010,P3,Les,"£14,000",Shaun Wallace,"£1,000","£29,000","£14,000 =",Caught -3,,Chaser by 0:17,£0,,2
24/05/2010,P4,Rebecca,"£5,000",Shaun Wallace,£100,"£22,000","£5,000 =",Home +1,5 (team 3),Chaser by 0:17,£0,C,2
25/05/2010,P1,Roger,"£9,000",Mark Labbett,"£4,000","£14,000","£9,000 =",Home +2,5 (team 4),Chaser by 0:10,£0,C,2
25/05/2010,P2,David,"£9,000",Mark Labbett,"£2,000","£14,000","£9,000 =",Home +1,9 (team 4),Chaser by 0:10,£0,C,2
25/05/2010,P3,Clare,"£9,000",Mark Labbett,"£1,000","£18,000","£9,000 =",Home +1,0 (team 4),Chaser by 0:10,£0,C,2
25/05/2010,P4,Adrian,"£8,000",Mark Labbett,"£1,000","£16,000","£1,000 \/",Home +2,5 (team 4),Chaser by 0:10,£0,C,2
26/05/2010,P1,Richard,"£9,000",Mark Labbett,"£4,000","£20,000","£9,000 =",Home +1,11 (team 2),Chaser by 0:35,£0,C,2
26/05/2010,P2,Martin,"£9,000",Mark Labbett,"£3,000","£25,000","£25,000 /\",Caught -4,,Chaser by 0:35,£0,,2
26/05/2010,P3,Wendy,"£9,000",Mark Labbett,"£3,000","£30,000","£9,000 =",Home +1,1 (team 2),Chaser by 0:35,£0,C,2
26/05/2010,P4,Helen,"£7,000",Mark Labbett,£300,"£30,000","£7,000 =",Caught -1,,Chaser by 0:35,£0,,2
27/05/2010,P1,Olivia,"£9,000",Shaun Wallace,"£4,000","£16,000","£4,000 \/",Home +3,5 (team 4),Team by 2,"£4,750",T,2
27/05/2010,P2,Gareth,"£12,000",Shaun Wallace,"£4,000","£28,000","£12,000 =",Home +2,10 (team 4),Team by 2,"£4,750",T,2
27/05/2010,P3,Jo,"£8,000",Shaun Wallace,"£2,000","£20,000","£2,000 \/",Home +3,2 (team 4),Team by 2,"£4,750",T,2
27/05/2010,P4,Chris,"£9,000",Shaun Wallace,"£1,000","£22,000","£1,000 \/",Home +3,4 (team 4),Team by 2,"£4,750",T,2
28/05/2010,P1,Howard,"£8,000",Anne Hegerty,"£2,000","£16,000","£8,000 =",Home +1,10 (team 2),Chaser by 0:22,£0,C,2
28/05/2010,P2,Sarah,"£7,000",Anne Hegerty,"£1,000","£20,000","£7,000 =",Caught -3,,Chaser by 0:22,£0,,2
28/05/2010,P3,Neil,"£7,000",Anne Hegerty,"£1,000","£25,000","£7,000 =",Home +2,9 (team 2),Chaser by 0:22,£0,C,2
28/05/2010,P4,Gillian,"£6,000",Anne Hegerty,£150,"£30,000",£150 \/,Caught -1,,Chaser by 0:22,£0,,2
31/05/2010,P1,George,"£11,000",Mark Labbett,"£4,000","£20,000","£11,000 =",Caught -4,,Team by 6,£0,,2
31/05/2010,P2,Jo,"£6,000",Mark Labbett,"£3,000","£14,000","£6,000 =",Caught -2,,Team by 6,£0,,2
31/05/2010,P3,Terry,"£8,000",Mark Labbett,"£2,000","£20,000","£20,000 /\",Home +2,19 (team 2),Team by 6,"£10,250",T,2
31/05/2010,P4,Callum,"£5,000",Mark Labbett,£500,"£20,000",£500 \/,Home +4,1 (team 2),Team by 6,"£10,250",T,2
01/06/2010,P1,Mike,"£9,000",Anne Hegerty,"£3,000","£18,000","£18,000 /\",Home +2,7 (team 3),Chaser by 0:19,£0,C,2
01/06/2010,P2,Carole,"£6,000",Anne Hegerty,"£2,000","£12,000","£6,000 =",Home +3,0 (team 3),Chaser by 0:19,£0,C,2
01/06/2010,P3,Robbie,"£7,000",Anne Hegerty,"£2,000","£18,000","£7,000 =",Home +5,11 (team 3),Chaser by 0:19,£0,C,2
01/06/2010,P4,Wendy,"£6,000",Anne Hegerty,"£1,000","£19,000","£1,000 \/",Caught -2,,Chaser by 0:19,£0,,2
02/06/2010,P1,Emma,"£7,000",Shaun Wallace,"£3,000","£21,000","£7,000 =",Home +3,3 (team 3),Chaser by 0:01,£0,C,2
02/06/2010,P2,Peter,"£8,000",Shaun Wallace,"£2,000","£20,000","£8,000 =",Home +2,10 (team 3),Chaser by 0:01,£0,C,2
02/06/2010,P3,Hilda,"£5,000",Shaun Wallace,"£1,500","£15,000","£5,000 =",Caught -2,,Chaser by 0:01,£0,,2
02/06/2010,P4,Mark,"£5,000",Shaun Wallace,£300,"£15,000","£5,000 =",Home +1,6 (team 3),Chaser by 0:01,£0,C,2
03/06/2010,P1,Margaret,"£5,000",Mark Labbett,"£2,000","£10,000","£5,000 =",Home +3,11 (team 2),Chaser by 0:33,£0,C,2
03/06/2010,P2,Dave,"£12,000",Mark Labbett,"£2,000","£20,000","£12,000 =",Caught -4,,Chaser by 0:33,£0,,2
03/06/2010,P3,Lisa,"£3,000",Mark Labbett,£200,"£20,000",£200 \/,Home +3,1 (team 2),Chaser by 0:33,£0,C,2
03/06/2010,P4,Phenton,"£4,000",Mark Labbett,£200,"£30,000","£4,000 =",Caught -4,,Chaser by 0:33,£0,,2
04/06/2010,P1,Wendy,"£5,000",Anne Hegerty,"£1,000","£20,000","£5,000 =",Home +1,2 (team 4),Team by 4,"£4,600",T,2
04/06/2010,P2,Karen,"£6,000",Anne Hegerty,"£1,000","£25,000","£6,000 =",Home +2,8 (team 4),Team by 4,"£4,600",T,2
04/06/2010,P3,Campbell,"£7,000",Anne Hegerty,"£1,000","£28,000","£7,000 =",Home +2,7 (team 4),Team by 4,"£4,600",T,2
04/06/2010,P4,Bill,"£4,000",Anne Hegerty,£400,"£22,000",£400 \/,Home +2,0 (team 4),Team by 4,"£4,600",T,2
07/06/2010,P1,Susan,"£7,000",Shaun Wallace,"£3,000","£16,000","£7,000 =",Home +3,8 (team 3),Chaser by 0:30,£0,C,2
07/06/2010,P2,Trevor,"£8,000",Shaun Wallace,"£1,000","£21,000","£8,000 =",Home +4,3 (team 3),Chaser by 0:30,£0,C,2
07/06/2010,P3,Dave,"£10,000",Shaun Wallace,"£1,000","£25,000","£10,000 =",Caught -5,,Chaser by 0:30,£0,,2
07/06/2010,P4,Ailsa,"£7,000",Shaun Wallace,"£1,500","£15,000","£7,000 =",Home +3,0 (team 3),Chaser by 0:30,£0,C,2
08/06/2010,P1,Andrew,"£10,000",Mark Labbett,"£5,000","£20,000","£10,000 =",Caught -2,,Chaser by 0:03,£0,,2
08/06/2010,P2,Christine,"£12,000",Mark Labbett,"£2,000","£22,000","£12,000 =",Home +1,14 (team 2),Chaser by 0:03,£0,C,2
08/06/2010,P3,David,"£10,000",Mark Labbett,"£1,000","£25,000","£10,000 =",Home +3,10 (team 2),Chaser by 0:03,£0,C,2
08/06/2010,P4,Emma,"£4,000",Mark Labbett,£500,"£26,000","£26,000 /\",Caught -2,,Chaser by 0:03,£0,,2
09/06/2010,P1,Dean,"£2,000",Anne Hegerty,£200,"£10,000","£2,000 =",Caught -2,,Chaser by 1:27,£0,,2
09/06/2010,P2,Diarmid,"£5,000",Anne Hegerty,£300,"£15,000","£5,000 =",Home +3,7 (solo),Chaser by 1:27,£0,C,2
09/06/2010,P3,Hazel,"£5,000",Anne Hegerty,£300,"£30,000","£30,000 /\",Caught -6,,Chaser by 1:27,£0,,2
09/06/2010,P4,Alex,"£6,000",Anne Hegerty,£400,"£35,000","£6,000 =",Caught -4,,Chaser by 1:27,£0,,2
10/06/2010,P1,Caroline,"£5,000",Mark Labbett,"£2,000","£20,000","£2,000 \/",Caught -1,,Team by 1,£0,,2
10/06/2010,P2,Anthony,"£9,000",Mark Labbett,"£2,000","£30,000","£9,000 =",Home +2,8 (team 3),Team by 1,"£7,333",T,2
10/06/2010,P3,Alison,"£5,000",Mark Labbett,"£1,000","£30,000","£5,000 =",Home +2,6 (team 3),Team by 1,"£7,333",T,2
10/06/2010,P4,Jon,"£8,000",Mark Labbett,£100,"£31,000","£8,000 =",Home +2,5 (team 3),Team by 1,"£7,333",T,2
11/06/2010,P1,Bernie,"£4,000",Mark Labbett,"£1,000","£20,000","£4,000 =",Home +1,14 (solo),Chaser by 0:56,£0,C,2
11/06/2010,P2,Frances-Anne,"£4,000",Mark Labbett,"£2,000","£20,000","£4,000 =",Caught -4,,Chaser by 0:56,£0,,2
11/06/2010,P3,Shaun,"£6,000",Mark Labbett,"£1,000","£30,000","£6,000 =",Caught -3,,Chaser by 0:56,£0,,2
11/06/2010,P4,Ali,"£8,000",Mark Labbett,"£4,000","£40,000","£8,000 =",Caught -3,,Chaser by 0:56,£0,,2
14/06/2010,P1,Jill,"£7,000",Shaun Wallace,"£4,000","£20,000","£7,000 =",Home +3,15 (solo),Chaser by 0:37,£0,C,2
14/06/2010,P2,Asha,"£4,000",Shaun Wallace,"£1,000","£21,000","£4,000 =",Caught -4,,Chaser by 0:37,£0,,2
14/06/2010,P3,Paul,"£6,000",Shaun Wallace,"£2,000","£29,000","£29,000 /\",Caught -6,,Chaser by 0:37,£0,,2
14/06/2010,P4,Matt,"£7,000",Shaun Wallace,"£3,000","£33,000","£7,000 =",Caught -3,,Chaser by 0:37,£0,,2
15/06/2010,P1,Paul,"£5,000",Mark Labbett,"£1,000","£30,000","£30,000 /\",Caught -5,,Chaser by 0:09,£0,,2
15/06/2010,P2,Liz,"£7,000",Mark Labbett,"£3,000","£30,000","£7,000 =",Home +2,7 (team 2),Chaser by 0:09,£0,C,2
15/06/2010,P3,Rupert,"£7,000",Mark Labbett,"£1,000","£30,000","£7,000 =",Home +2,14 (team 2),Chaser by 0:09,£0,C,2
15/06/2010,P4,Morris,"£3,000",Mark Labbett,£300,"£31,000","£3,000 =",Caught -4,,Chaser by 0:09,£0,,2
16/06/2010,P1,Lyn,"£6,000",Anne Hegerty,"£3,000","£12,000","£6,000 =",Caught -2,,Chaser by 0:38,£0,,2
16/06/2010,P2,Peter,"£8,000",Anne Hegerty,"£2,000","£24,000","£24,000 /\",Home +2,17 (solo),Chaser by 0:38,£0,C,2
16/06/2010,P3,Sarah,"£4,000",Anne Hegerty,£400,"£10,000","£4,000 =",Caught -2,,Chaser by 0:38,£0,,2
16/06/2010,P4,James,"£8,000",Anne Hegerty,£240,"£16,000","£8,000 =",Caught -5,,Chaser by 0:38,£0,,2
17/06/2010,P1,Steve,"£5,000",Mark Labbett,"£1,000","£30,000","£30,000 /\",Caught -5,,Team by 1,£0,,2
17/06/2010,P2,Kate,"£3,000",Mark Labbett,£300,"£30,000","£30,000 /\",Caught -5,,Team by 1,£0,,2
17/06/2010,P3,Neil,"£5,000",Mark Labbett,"£2,000","£30,000","£5,000 =",Home +2,4 (team 2),Team by 1,"£8,000",T,2
17/06/2010,P4,Angela,"£11,000",Mark Labbett,"£1,000","£35,000","£11,000 =",Home +1,22 (team 2),Team by 1,"£8,000",T,2
18/06/2010,P1,Jennifer,"£6,000",Shaun Wallace,"£2,000","£20,000","£6,000 =",Home +3,4 (team 3),Chaser by 0:41,£0,C,2
18/06/2010,P2,Doug,"£8,000",Shaun Wallace,£800,"£25,000","£25,000 /\",Home +5,3 (team 3),Chaser by 0:41,£0,C,2
18/06/2010,P3,Gaetana,"£7,000",Shaun Wallace,£400,"£25,000","£7,000 =",Home +3,4 (team 3),Chaser by 0:41,£0,C,2
18/06/2010,P4,Gwilym,"£5,000",Shaun Wallace,£38,"£12,000","£5,000 =",Caught -4,,Chaser by 0:41,£0,,2
21/06/2010,P1,Aaron,"£6,000",Anne Hegerty,"£1,000","£14,000","£6,000 =",Home +4,3 (team 3),Chaser by 0:28,£0,C,2
21/06/2010,P2,Vicki,"£5,000",Anne Hegerty,"£1,000","£12,000","£5,000 =",Home +1,5 (team 3),Chaser by 0:28,£0,C,2
21/06/2010,P3,Cyril,"£7,000",Anne Hegerty,"£1,000","£20,000","£1,000 \/",Caught -3,,Chaser by 0:28,£0,,2
21/06/2010,P4,Ross,"£5,000",Anne Hegerty,"£1,000","£22,000","£5,000 =",Home +3,7 (team 3),Chaser by 0:28,£0,C,2
22/06/2010,P1,Jo,"£7,000",Mark Labbett,"£4,000","£28,000","£7,000 =",Home +2,4 (team 3),Team by 1,"£8,000",T,2
22/06/2010,P2,Pat,"£7,000",Mark Labbett,"£1,000","£33,000","£7,000 =",Home +3,1 (team 3),Team by 1,"£8,000",T,2
22/06/2010,P3,Jane,"£5,000",Mark Labbett,£400,"£40,000","£5,000 =",Caught -2,,Team by 1,£0,,2
22/06/2010,P4,Alan,"£10,000",Mark Labbett,£300,"£30,000","£10,000 =",Home +3,16 (team 3),Team by 1,"£8,000",T,2
23/06/2010,P1,Martin,"£7,000",Shaun Wallace,"£2,000","£20,000","£7,000 =",Home +2,20 (solo),Chaser by 0:00,£0,C,2
23/06/2010,P2,Rosie,"£7,000",Shaun Wallace,"£1,000","£21,000","£7,000 =",Caught -4,,Chaser by 0:00,£0,,2
23/06/2010,P3,Sarah,"£4,000",Shaun Wallace,£500,"£23,000","£4,000 =",Caught -1,,Chaser by 0:00,£0,,2
23/06/2010,P4,Rob,"£8,000",Shaun Wallace,"£1,000","£33,000","£8,000 =",Caught -3,,Chaser by 0:00,£0,,2
24/06/2010,P1,John,"£9,000",Anne Hegerty,"£4,000","£18,000","£18,000 /\",Home +1,11 (team 3),Team by 1,"£11,333",T,2
24/06/2010,P2,Adam,"£8,000",Anne Hegerty,"£2,000","£22,000","£8,000 =",Home +5,5 (team 3),Team by 1,"£11,333",T,2
24/06/2010,P3,Cathy,"£6,000",Anne Hegerty,£300,"£30,000","£6,000 =",Caught -4,,Team by 1,£0,,2
24/06/2010,P4,Julie,"£8,000",Anne Hegerty,£26,"£26,000","£8,000 =",Home +2,5 (team 3),Team by 1,"£11,333",T,2
25/06/2010,P1,Geoff,"£8,000",Shaun Wallace,"£2,000","£16,000","£8,000 =",Home +2,13 (team 4),Chaser by 0:22,£0,C,2
25/06/2010,P2,Danni,"£5,000",Shaun Wallace,"£1,000","£25,000","£1,000 \/",Home +4,2 (team 4),Chaser by 0:22,£0,C,2
25/06/2010,P3,Jane,"£3,000",Shaun Wallace,£100,"£30,000","£3,000 =",Home +4,0 (team 4),Chaser by 0:22,£0,C,2
25/06/2010,P4,John,"£8,000",Shaun Wallace,£100,"£28,000","£8,000 =",Home +4,4 (team 4),Chaser by 0:22,£0,C,2
28/06/2010,P1,Trudy,"£6,000",Shaun Wallace,"£1,000","£16,000","£6,000 =",Caught -4,,Team by 2,£0,,2
28/06/2010,P2,Philip,"£8,000",Shaun Wallace,"£2,000","£20,000","£8,000 =",Home +2,19 (team 2),Team by 2,"£7,500",T,2
28/06/2010,P3,Angela,"£7,000",Shaun Wallace,"£1,000","£22,000","£7,000 =",Home +1,3 (team 2),Team by 2,"£7,500",T,2
28/06/2010,P4,Carl,"£6,000",Shaun Wallace,£300,"£30,000","£6,000 =",Caught -5,,Team by 2,£0,,2
30/06/2010,P1,Wanda,"£4,000",Mark Labbett,"£1,000","£20,000","£20,000 /\",Caught -5,,Team by 3,£0,,2
30/06/2010,P2,Hemal,"£5,000",Mark Labbett,"£1,000","£25,000","£5,000 =",Home +2,4 (team 3),Team by 3,"£2,333",T,2
30/06/2010,P3,Neil,"£6,000",Mark Labbett,"£1,000","£30,000","£1,000 \/",Home +2,0 (team 3),Team by 3,"£2,333",T,2
30/06/2010,P4,Martin,"£11,000",Mark Labbett,"£1,000","£24,000","£1,000 \/",Home +4,14 (team 3),Team by 3,"£2,333",T,2
01/07/2010,P1,Lisa,"£8,000",Shaun Wallace,"£2,000","£20,000","£8,000 =",Caught -4,,Chaser by 0:41,£0,,2
01/07/2010,P2,Dan,"£4,000",Shaun Wallace,"£1,000","£14,000","£4,000 =",Caught -4,,Chaser by 0:41,£0,,2
01/07/2010,P3,Phil,"£8,000",Shaun Wallace,"£1,000","£30,000","£8,000 =",Home +3,9 (team 2),Chaser by 0:41,£0,C,2
01/07/2010,P4,Mark,"£6,000",Shaun Wallace,£800,"£32,000",£800 \/,Home +1,7 (team 2),Chaser by 0:41,£0,C,2
02/07/2010,P1,Pete,"£5,000",Mark Labbett,"£1,000","£30,000","£5,000 =",Home +2,14 (solo),Chaser by 0:56,£0,C,2
02/07/2010,P2,Louise,"£2,000",Mark Labbett,£200,"£20,000","£2,000 =",Caught -3,,Chaser by 0:56,£0,,2
02/07/2010,P3,Andrew,"£6,000",Mark Labbett,£300,"£30,000","£6,000 =",Caught -3,,Chaser by 0:56,£0,,2
02/07/2010,P4,Caroline,"£8,000",Mark Labbett,£500,"£25,000","£8,000 =",Caught -3,,Chaser by 0:56,£0,,2
05/07/2010,P1,Matthew,"£5,000",Anne Hegerty,"£2,000","£10,000","£5,000 =",Home +3,6 (team 3),Chaser by 0:12,£0,C,2
05/07/2010,P2,Elaine,"£5,000",Anne Hegerty,"£2,000","£20,000","£5,000 =",Home +4,6 (team 3),Chaser by 0:12,£0,C,2
05/07/2010,P3,John,"£2,000",Anne Hegerty,£200,"£22,000","£2,000 =",Home +1,3 (team 3),Chaser by 0:12,£0,C,2
05/07/2010,P4,Stuart,"£6,000",Anne Hegerty,£100,"£28,000","£6,000 =",Caught -5,,Chaser by 0:12,£0,,2
06/07/2010,P1,Paul,"£9,000",Mark Labbett,"£3,000","£30,000","£9,000 =",Caught -2,,Chaser by 0:55,£0,,2
06/07/2010,P2,Illy,"£5,000",Mark Labbett,"£1,000","£30,000","£5,000 =",Caught -4,,Chaser by 0:55,£0,,2
06/07/2010,P3,Chloe,"£3,000",Mark Labbett,£300,"£30,000","£3,000 =",Caught -2,,Chaser by 0:55,£0,,2
06/07/2010,P4,David,"£4,000",Mark Labbett,£10,"£40,000","£40,000 /\",Home +3,15 (solo),Chaser by 0:55,£0,C,2
07/07/2010,P1,Ross,"£13,000",Anne Hegerty,"£3,000","£26,000","£13,000 =",Caught -1,,Chaser by 0:29,£0,,2
07/07/2010,P2,Elaine,"£5,000",Anne Hegerty,"£1,000","£25,000","£1,000 \/",Home +4,4 (team 3),Chaser by 0:29,£0,C,2
07/07/2010,P3,Simon,"£3,000",Anne Hegerty,£500,"£30,000","£30,000 /\",Home +2,5 (team 3),Chaser by 0:29,£0,C,2
07/07/2010,P4,Pat,"£7,000",Anne Hegerty,£100,"£29,000",£100 \/,Home +3,4 (team 3),Chaser by 0:29,£0,C,2
08/07/2010,P1,Katie,"£10,000",Shaun Wallace,"£3,000","£30,000","£10,000 =",Home +5,9 (team 3),Chaser by 0:23,£0,C,2
08/07/2010,P2,Geoff,"£4,000",Shaun Wallace,"£2,000","£40,000","£4,000 =",Home +4,0 (team 3),Chaser by 0:23,£0,C,2
08/07/2010,P3,Johnny,"£4,000",Shaun Wallace,£400,"£40,000",£400 \/,Caught -3,,Chaser by 0:23,£0,,2
08/07/2010,P4,Stephen,"£10,000",Shaun Wallace,£100,"£40,000","£10,000 =",Home +2,8 (team 3),Chaser by 0:23,£0,C,2
09/07/2010,P1,Andrew,"£8,000",Anne Hegerty,"£2,000","£20,000","£2,000 \/",Home +1,2 (team 2),Team by 5,"£20,000",T,2
09/07/2010,P2,Silvia,"£7,000",Anne Hegerty,"£1,000","£28,000","£7,000 =",Caught -2,,Team by 5,£0,,2
09/07/2010,P3,Martin,"£5,000",Anne Hegerty,"£1,000","£30,000","£1,000 \/",Caught -3,,Team by 5,£0,,2
09/07/2010,P4,Paul,"£9,000",Anne Hegerty,£747,"£38,000","£38,000 /\",Home +2,20 (team 2),Team by 5,"£20,000",T,2
12/07/2010,P1,Steve,"£7,000",Shaun Wallace,"£2,000","£20,000","£7,000 =",Caught -3,,Chaser by 0:08,£0,,2
12/07/2010,P2,Mark,"£8,000",Shaun Wallace,"£2,000","£24,000","£8,000 =",Home +2,9 (team 3),Chaser by 0:08,£0,C,2
12/07/2010,P3,Sue,"£8,000",Shaun Wallace,"£1,000","£31,000","£8,000 =",Home +3,7 (team 3),Chaser by 0:08,£0,C,2
12/07/2010,P4,Emma,"£4,000",Shaun Wallace,£500,"£50,000","£4,000 =",Home +2,3 (team 3),Chaser by 0:08,£0,C,2
13/07/2010,P1,Tony,"£5,000",Mark Labbett,"£2,000","£20,000","£5,000 =",Caught -3,,Chaser by 0:44,£0,,2
13/07/2010,P2,Sandra,"£8,000",Mark Labbett,"£2,000","£40,000","£8,000 =",Caught -2,,Chaser by 0:44,£0,,2
13/07/2010,P3,Matthew,"£5,000",Mark Labbett,"£1,000","£50,000","£5,000 =",Home +2,5 (team 2),Chaser by 0:44,£0,C,2
13/07/2010,P4,Tessa,"£6,000",Mark Labbett,"£1,000","£60,000","£1,000 \/",Home +3,9 (team 2),Chaser by 0:44,£0,C,2
14/07/2010,P1,Lisa,"£8,000",Anne Hegerty,"£2,000","£32,000","£2,000 \/",Caught -2,,Chaser by 0:15,£0,,2
14/07/2010,P2,Earl,"£5,000",Anne Hegerty,"£1,000","£25,000","£5,000 =",Home +1,3 (team 3),Chaser by 0:15,£0,C,2
14/07/2010,P3,Steph,"£10,000",Anne Hegerty,"£1,000","£30,000","£10,000 =",Home +3,6 (team 3),Chaser by 0:15,£0,C,2
14/07/2010,P4,Dan,"£5,000",Anne Hegerty,£1,"£15,000","£5,000 =",Home +3,8 (team 3),Chaser by 0:15,£0,C,2
15/07/2010,P1,Katy,"£2,000",Shaun Wallace,"£1,000","£10,000","£1,000 \/",Home +3,2 (team 4),Chaser by 0:12,£0,C,2
15/07/2010,P2,Nathan,"£8,000",Shaun Wallace,"£1,000","£20,000","£8,000 =",Home +1,13 (team 4),Chaser by 0:12,£0,C,2
15/07/2010,P3,Al,"£8,000",Shaun Wallace,"£1,000","£30,000","£8,000 =",Home +3,2 (team 4),Chaser by 0:12,£0,C,2
15/07/2010,P4,Bev,"£5,000",Shaun Wallace,£500,"£50,000",£500 \/,Home +3,0 (team 4),Chaser by 0:12,£0,C,2
16/07/2010,P1,Fraser,"£4,000",Mark Labbett,"£1,000","£16,000","£4,000 =",Caught -4,,Chaser by 0:14,£0,,2
16/07/2010,P2,Daniel,"£7,000",Mark Labbett,"£1,000","£30,000","£7,000 =",Home +1,7 (team 3),Chaser by 0:14,£0,C,2
16/07/2010,P3,Carol,"£8,000",Mark Labbett,£600,"£38,000","£8,000 =",Home +4,6 (team 3),Chaser by 0:14,£0,C,2
16/07/2010,P4,Kieran,"£6,000",Mark Labbett,£300,"£30,000","£6,000 =",Home +1,3 (team 3),Chaser by 0:14,£0,C,2
19/07/2010,P1,Leo,"£7,000",Anne Hegerty,"£2,000","£25,000","£7,000 =",Home +1,11 (solo),Chaser by 0:57,£0,C,2
19/07/2010,P2,Paul,"£10,000",Anne Hegerty,"£1,000","£30,000","£10,000 =",Caught -1,,Chaser by 0:57,£0,,2
19/07/2010,P3,Lydia,"£3,000",Anne Hegerty,£300,"£35,000","£3,000 =",Caught -4,,Chaser by 0:57,£0,,2
19/07/2010,P4,Eloise,"£4,000",Anne Hegerty,£400,"£40,000","£4,000 =",Caught -4,,Chaser by 0:57,£0,,2
03/01/2011,P1,Alun,"£5,000",Mark Labbett,£500,"£20,000","£5,000 =",Home +2,5 (team 2),Chaser by 0:30,£0,C,3
03/01/2011,P2,Sharron,"£4,000",Mark Labbett,£400,"£24,000","£4,000 =",Caught -1,,Chaser by 0:30,£0,,3
03/01/2011,P3,Jacky,"£5,000",Mark Labbett,£500,"£30,000","£5,000 =",Caught -5,,Chaser by 0:30,£0,,3
03/01/2011,P4,Martin,"£7,000",Mark Labbett,£700,"£35,000","£7,000 =",Home +2,13 (team 2),Chaser by 0:30,£0,C,3
04/01/2011,P1,Heather,"£6,000",Anne Hegerty,"£2,000","£24,000","£6,000 =",Caught -1,,Chaser by 0:32,£0,,3
04/01/2011,P2,Sarah,"£6,000",Anne Hegerty,"£2,000","£30,000","£6,000 =",Home +2,8 (team 2),Chaser by 0:32,£0,C,3
04/01/2011,P3,Phil,"£6,000",Anne Hegerty,"£1,000","£30,000","£6,000 =",Home +3,11 (team 2),Chaser by 0:32,£0,C,3
04/01/2011,P4,Keith,"£6,000",Anne Hegerty,£300,"£40,000","£40,000 /\",Caught -4,,Chaser by 0:32,£0,,3
05/01/2011,P1,Darren,"£6,000",Shaun Wallace,"£2,000","£18,000","£6,000 =",Caught -2,,Chaser by 0:13,£0,,3
05/01/2011,P2,Gina,"£9,000",Shaun Wallace,"£3,000","£25,000","£3,000 \/",Home +5,16 (team 2),Chaser by 0:13,£0,C,3
05/01/2011,P3,Matt,"£3,000",Shaun Wallace,£300,"£30,000","£3,000 =",Caught -4,,Chaser by 0:13,£0,,3
05/01/2011,P4,Joyce,"£8,000",Shaun Wallace,"£1,000","£30,000","£8,000 =",Home +2,5 (team 2),Chaser by 0:13,£0,C,3
06/01/2011,P1,Locky,"£7,000",Mark Labbett,"£3,000","£30,000","£7,000 =",Home +1,5 (team 4),Team by 1,"£4,800",T,3
06/01/2011,P2,Abby,"£4,000",Mark Labbett,"£1,000","£21,000","£4,000 =",Home +1,1 (team 4),Team by 1,"£4,800",T,3
06/01/2011,P3,Jacky,"£8,000",Mark Labbett,"£1,000","£40,000","£8,000 =",Home +1,10 (team 4),Team by 1,"£4,800",T,3
06/01/2011,P4,Paul,"£5,000",Mark Labbett,£200,"£25,000",£200 \/,Home +5,4 (team 4),Team by 1,"£4,800",T,3
